	Domain	Phylum	Class	Order	Family	Genus	Species	Select
a373e086e6026be2e4063dd4b058eeee	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	SC-I-84	SC-I-84	metagenome	NP
7d217addfd80cb5393d81dae5f160367	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella	uncultured_bacterium	Prune
00e629d85f9026b8883c0b8b04ab7f48	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Schlegelella	uncultured_bacterium	NP
20c460a2aba4ccbb0f1b33b3232e9476	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Sediminibacterium	ND	NP
6827fb98651c273ed1a73758aec31a9f	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	ND	NP
afaa396c72fbf2d627b27d5a8ccccab4	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	ND	NP
d685ae87db7571a4731ac3375dcd3ee0	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	ND	NP
ebdc74be3c7172bd04bc89ea6f65040c	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured_bacterium	NP
aa7ad2e12a28402318a15f78047cb42a	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured_bacterium	NP
0f3eae4c04b01540a53f33e7ba5fc837	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured_bacterium	NP
5f33795fa32aa18a19f422ef655b4171	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured_bacterium	NP
e24d939fbbcd56596add346334368a3a	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured_bacterium	NP
6bc39209ea6e471388dabd33889db670	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured_bacterium	NP
65cb2b836438b86e9298cd60b7bbed51	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured_bacterium	NP
6b763150e304d7f13630e87f56d14153	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured_bacterium	NP
d7d6a2254b27eda0bb6aabcaa2347e05	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	uncultured_Bacteroidetes	NP
dcb780205dff9735d08f1a23c93470cf	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	Selenomonas_sputigena	NP
c29c159d3c977e755a801c8f28fbf2cf	Bacteria	Cyanobacteria	Sericytochromatia	Sericytochromatia	Sericytochromatia	Sericytochromatia	uncultured_bacterium	NP
00b9fafceb4279ab0420c7a90fa00578	Bacteria	Cyanobacteria	Sericytochromatia	Sericytochromatia	Sericytochromatia	Sericytochromatia	uncultured_prokaryote	NP
8c973ad0fd3b3d357e8c37d8ce0bb2f4	Bacteria	Cyanobacteria	Sericytochromatia	Sericytochromatia	Sericytochromatia	Sericytochromatia	unidentified	NP
e52c85801debb4cd8edf18fa3734c98e	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	uncultured_Planctomycetaceae	NP
dfd8b3675f26ed7e81ed2a2534640ced	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	SH-PL14	uncultured_Planctomycetaceae	NP
008631d9aaf1fef7ddeb1b524c262daf	Bacteria	Bacteroidota	SJA-28	SJA-28	SJA-28	SJA-28	metagenome	NP
0fa9b44d52836d2f173f4ac532f8a013	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	ND	NP
bb740c10ad31d5779e628bccffdb5015	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	ND	NP
292f0fcaf56f0bd1e420c307dd1871c7	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Skermanella	ND	NP
501bacba34bcf0cfa1d65bb9b17dee2a	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Smaragdicoccus	ND	NP
dea3e6c5cc2147306528ac0780a6837a	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Smaragdicoccus	ND	NP
2ab3a3ee727e3192632bfa9ea10caed4	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Smaragdicoccus	uncultured_bacterium	NP
a4d8aae6c62a3c909c3b046538ad69d8	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Smaragdicoccus	uncultured_bacterium	NP
6a77e4e4c19f6ba1923162e6298cec8e	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	SN8	uncultured_compost	NP
ed85c97136a45f0b75e19bb7f75aeaf2	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Snodgrassella	ND	NP
8f7166172175c35bbfc8fa4dc5ef58b8	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Snodgrassella	ND	NP
ab16be25f43d38c5e4dcae528099771a	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ND	NP
d42979e9467f960af3cc309cd20739b9	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ND	NP
90cc14e1700dd10287b1032cded0c6b6	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ND	NP
daf5935d05d65dfa14d1bf11ec98668d	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ND	NP
41b790f34e894666e62470f019d2b70a	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ND	NP
7a183d89f1c3175145613e7daac94f9a	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ND	NP
69d1594e29cba524f8f449c425f3ef7d	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ND	NP
9d127ac8ec1a7b03befe92229847b811	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ND	NP
6d2d0089782d95d17414727cdd233a79	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	ND	NP
f4ca24355cdbac7181b362a21da39d70	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	metagenome	NP
56c2cd8829fe9e8909499ea1da2a1262	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium	NP
d0b9c330738973d81ad218cf04665972	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium	NP
781ea1ee7171441758ce84a1b0ecdb9d	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium	NP
7d79279fc496e871cdcb1471ab352eed	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium	NP
2c2c3491e121453294c214a2d8cb6591	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium	NP
373a19fbd801faa44968a78a2f8e581e	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium	NP
edbd2b6a7d12c60f81bff4e02f0fe2f5	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium	NP
b60da980776eff920fc0e8e4394f7f0d	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium	NP
7e11eff8c5af7bcde962bd184a691cd9	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	uncultured_bacterium	NP
10b890326e2b0b15509aefb95d0d6b79	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	ND	NP
810d24ee924214144b5ce85d1626f9cd	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	ND	NP
ecebde8b8504ac4d7e3caa48942ae4cb	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	ND	NP
5452af9be692ed6c65826ab4c9991dbe	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium_thermophilum	NP
b61b3e6e2563c69189cc2fb58555733a	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	Sphingobacterium_thermophilum	NP
9ac3bb1d7dedb08a012692a6f536b5af	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
bcba47620c299fd34809f143e3d26dff	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
e2c28b4fc21e33df000f9a7659068e40	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
3d6da4853055ccfc80db03cefee88f5a	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
d6efd2da2728fd74ded268122ee05036	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
ab867f2d53a4fcb156423c010d7b18a7	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
65cb9e65b49759d4a34bd58cc21e93bb	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
385b2b608858a669b9fe1c99d019237a	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
76309a8c7761d2535dad2617f98d164e	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
e053ffbf21bc73ea1948801c1acdd5df	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
44349931377434a54bb432488ce41d8f	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
ff173a4b9ebf8f9252d8b2f91897e57c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
3e26116c703ecc7af96ed28b0a8a2973	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
6f7fdad1419595b3bb1e5ceda289402b	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
34d2f4a983f90a220fd578e0b9baa3a3	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
a76e065bdfde0aa883c898ccf5f092fc	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
1cf2a23d1ef42899d098db0ef9d5043f	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
f5ffbf00d60fe573c4624b240435a79b	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
2d16d001e21717f960cf771ae879b1dd	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
632a0a81d34edca0a52408bc8d9af921	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
db66071d30f1e311d4458035a349d027	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
10afda2baef44de4c584a6641de399b1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
145b90f07ab442d839cdbc49d7a9690b	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
96d0721be947f0dd8b619e7f8a2e3a8a	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
f00332bd2baeeec97eae15ae71ca9c83	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
d2f6820792c83b28aede1e47127c9109	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
8befccc59b2a8e4386a2a4cdf197ee58	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
895e701d91c4a8a36548500ebe10fef0	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
10e5bb087616cbcc9d064364f168427c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
61cb80f37554290f3665ecb6ba8d0908	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
f268d5301571d6806e9270808792cf22	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
150a8b5e4c34b69f3c75f7d14b99098d	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
69a7ecab8530e951dccb7c16f96663c8	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
c804f5daa267eac1fc7d25162f17fd3c	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
11ae3c5f8942b71c528cd517c3b0a929	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
54d8d0d7ad1eff455baa4a33fb533358	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
93a5eb08c95a40f61ed091be15c38731	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
dd4eaa21b99c1dfc4932e7b2f9a4ca75	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
772f1580763e5c888f12d5d76dd39c14	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
4da734d611271e450630fada984b5cab	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	ND	NP
e71c86754bc9e5d7e0aa0f297bd99dda	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	metagenome	NP
7b3fd798bc4d1a3b51cd9055f7ae1ce7	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	metagenome	NP
d062953b54c4795123082b9ae4b31c34	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	metagenome	NP
9beb15f77095dd1b5e62fcfcfde64154	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_astaxanthinifaciens	NP
0a165844daf38d8ce2008c94a5b4565e	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_glacialis	NP
0d20658811c1d615ba21e9aa99bb818f	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas_glacialis	NP
45708d852494fff89052fef04471c252	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	ND	NP
cfff9a2752188c4da8357df041614de1	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	ND	NP
7a65fd074e8ba1522664a4de341904dd	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	ND	NP
a1cd8dd8ad3e4d4ed978f0add9a26646	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	ND	NP
5294c0e2c5ab571842b07c413291a71e	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	ND	NP
83901c138c75ec15901c21b93f9c5d2b	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	ND	NP
91b7e46fb9812c28c705795b1c6a3b48	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	uncultured_bacterium	NP
72769ec66efc8bbdab6a60af86cbf9ef	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	uncultured_bacterium	NP
a43ad7a83aaafe86f998c7a6374bc892	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	uncultured_bacterium	NP
51414bb878f91b8af52535b40f37663e	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	uncultured_bacterium	NP
5875373bbc5fc303b658e64948625938	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	uncultured_bacterium	NP
ada55177ab845991d5fc15d9465e8afd	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	uncultured_bacterium	NP
2e4a5edfcf6c32f310d2cd68c59885eb	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	uncultured_bacterium	NP
6a2a22a7beb894b522336996ecca4d8a	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	uncultured_bacterium	NP
83920c3c000904ec870790edb667c7a3	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma	unidentified	NP
0ebd3843ca698df98df8ebafb2937e8b	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	ND	NP
a6a83b288d56d44ce8e51653d2e5b6dd	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	ND	NP
fd6d8b623ba118e05b2a2e484fe3fd8b	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Bacillus_sp.	NP
65d43491988bfe557da4d86a5ba25dae	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	ND	Prune
922d33a2963d3e87a3d4df6b82371235	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	ND	NP
05b2cb29d088f6a3316dcd5721fb732a	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	ND	NP
b060079a052d8ef0971aa8faf2adb85c	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	ND	NP
5a126a2596c5b0162bc6508bf8f7d5d7	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	ND	NP
4e0763702795e6afb59e7d22281a0099	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	ND	NP
24a5e715fcf00398915ba4579098d86c	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	ND	NP
9e1b1776cd5973bca311645149a85b87	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus_pettenkoferi	NP
09183899fb6fec151b1b0dd0f44d29de	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	ND	NP
2f459167cde61544d75fb14efef50a24	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	ND	NP
fb67b286b0f781b0de13d50179318995	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	ND	NP
dee42ce3aa52ffbe2c350ee23b491242	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	ND	NP
912f795ef3617aeb65ff9ad69b9567a8	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	ND	NP
fd49e69f94c6e1d27fa06bfa3ee94591	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	ND	NP
496ecde24f9ab698992413d3d4f04b5f	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas_rhizophila	NP
53eaf84a691ddb63db304d72717702ca	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas_rhizophila	NP
00666910ed312d0f432fe2c2ad75eeec	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	ND	NP
e16d86b7fe770de88e7e8fd0fb6c8b5a	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	ND	NP
7e87735c204e7966d544fda276496db7	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Stomatobaculum	uncultured_bacterium	NP
735cb9abbbc8ff2b5b354be608a3a869	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	ND	NP
06f825b512d903b9230e1a55d87359ee	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	ND	NP
56bde454092279f47b556883d5909620	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	ND	NP
6fd430b55ccfa3d06028840419621cab	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	ND	NP
1637345f45b90ef2aba65723fddc6151	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	ND	NP
1b51357852b0b814b4d9918c6f0ab762	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	ND	NP
fd496fd32dc8c08ade2e8b6c9d8ee13d	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_salivarius	Prune
3bed507c2cb7458e3bd9b0ee3692fecb	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	ND	NP
2a3cf9dded0982d114dcf2987df8cac9	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	ND	NP
bf321c05d79f766c0099afb9ecc42f52	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	ND	NP
592852ab83150c4f69f7206716e320ec	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	ND	NP
884726d2c6c673f65a53b9e1ced78005	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	ND	NP
57830e5be12e987d05b95d88a99f1b12	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	ND	NP
198a0d72458edf8c66d7b60ec7012726	Bacteria	Actinobacteriota	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	ND	NP
fe9ea3bbb9441d80aacbb0654828eb2e	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_13	Subgroup_13	Subgroup_13	uncultured_Holophaga	NP
4f04cdaf8d915f6ad5d88ea7043d4ce7	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	ND	NP
6b1a55c1d2a1333d5972c061f4cf8032	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	uncultured_Acidobacteria	NP
7b058465e0414debb3b0c6d2a69627fe	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup_17	Subgroup_17	Subgroup_17	uncultured_soil	NP
e6fc8afb2a0245df1d136c1e528f769b	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	bacterium_Ellin7509	NP
2bf64f4c1efb89b4f4361ee3f6f0b909	Bacteria	Acidobacteriota	Acidobacteriae	Subgroup_2	Subgroup_2	Subgroup_2	uncultured_Acidobacteria	NP
e6418cc1382a88e0ea6ad878dfc24365	Bacteria	Acidobacteriota	Subgroup_5	Subgroup_5	Subgroup_5	Subgroup_5	uncultured_bacterium	NP
cec37181b037cc98204b39a08c4fd736	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	ND	NP
01f12d4e78b3c1c033aa1a52d120421b	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	ND	NP
3502e3f380d9bc3066c5fcd414d9dde7	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	ND	NP
5ab17bcbfcd1d51aa6948820a424ecef	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	ND	NP
3a6baf3cfeb57ee6e5020013fb88245b	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	ND	NP
902a7f1744776167812b8917803ec472	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	ND	NP
3a72502b1bd13796dae57ff709b6ec4c	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	metagenome	NP
d444ce2752d74cb6f7fb472391410886	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_bacterium	NP
e0770f8b2b7ef9008b23878f4bb1bc5a	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_Desulfovirga	NP
5ec7be6aefe7ad3e7eb96dfe8329ed5a	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_Desulfovirga	NP
43a6920813adb486ce0977beb57097a3	Bacteria	Acidobacteriota	Holophagae	Subgroup_7	Subgroup_7	Subgroup_7	uncultured_proteobacterium	NP
